"id","标题","目录","年鉴页码","编号","CAJ","PDF","EXCEL","年鉴年份"
"106","7-20 各地区棉花和麻类产量","7 主要农产品种(养)面积与产量","145","N2009060213000106","yearbooks/N2009060213000106.caj","yearbooks/N2009060213000106.pdf","yearbooks/N2009060213000106.xls","2008"
"107","7-21 各地区糖料产量","7 主要农产品种(养)面积与产量","146","N2009060213000107","yearbooks/N2009060213000107.caj","yearbooks/N2009060213000107.pdf","yearbooks/N2009060213000107.xls","2008"
"108","7-22 各地区烟叶和蔬菜产量","7 主要农产品种(养)面积与产量","147","N2009060213000108","yearbooks/N2009060213000108.caj","yearbooks/N2009060213000108.pdf","yearbooks/N2009060213000108.xls","2008"
"109","7-23 主要农作物单位面积产量","7 主要农产品种(养)面积与产量","148","N2009060213000109","yearbooks/N2009060213000109.caj","yearbooks/N2009060213000109.pdf","yearbooks/N2009060213000109.xls","2008"
"110","7-24 各地区分季粮食作物单位面积产量","7 主要农产品种(养)面积与产量","149","N2009060213000110","yearbooks/N2009060213000110.caj","yearbooks/N2009060213000110.pdf","yearbooks/N2009060213000110.xls","2008"
"111","7-25 各地区分品种粮食作物单位面积产量","7 主要农产品种(养)面积与产量","150-151","N2009060213000111","yearbooks/N2009060213000111.caj","yearbooks/N2009060213000111.pdf","yearbooks/N2009060213000111.xls","2008"
"112","7-26 各地区油料作物单位面积产量","7 主要农产品种(养)面积与产量","152","N2009060213000112","yearbooks/N2009060213000112.caj","yearbooks/N2009060213000112.pdf","yearbooks/N2009060213000112.xls","2008"
"113","7-27 各地区棉花和麻类作物单位面积产量","7 主要农产品种(养)面积与产量","153","N2009060213000113","yearbooks/N2009060213000113.caj","yearbooks/N2009060213000113.pdf","yearbooks/N2009060213000113.xls","2008"
"114","7-28 各地区糖料作物单位面积产量","7 主要农产品种(养)面积与产量","154","N2009060213000114","yearbooks/N2009060213000114.caj","yearbooks/N2009060213000114.pdf","yearbooks/N2009060213000114.xls","2008"
"115","7-29 茶叶、水果产量","7 主要农产品种(养)面积与产量","155","N2009060213000115","yearbooks/N2009060213000115.caj","yearbooks/N2009060213000115.pdf","yearbooks/N2009060213000115.xls","2008"
"116","7-30 茶叶、水果主要品种面积和产量及增减情况","7 主要农产品种(养)面积与产量","156","N2009060213000116","yearbooks/N2009060213000116.caj","yearbooks/N2009060213000116.pdf","yearbooks/N2009060213000116.xls","2008"
"117","7-31 各地区茶园面积和茶叶产量","7 主要农产品种(养)面积与产量","157-158","N2009060213000117","yearbooks/N2009060213000117.caj","yearbooks/N2009060213000117.pdf","yearbooks/N2009060213000117.xls","2008"
"118","7-32 各地区果园面积","7 主要农产品种(养)面积与产量","159-160","N2009060213000118","yearbooks/N2009060213000118.caj","yearbooks/N2009060213000118.pdf","yearbooks/N2009060213000118.xls","2008"
"119","7-33 各地区水果产量","7 主要农产品种(养)面积与产量","161-164","N2009060213000119","yearbooks/N2009060213000119.caj","yearbooks/N2009060213000119.pdf","yearbooks/N2009060213000119.xls","2008"
"120","7-34 主要林产品产量","7 主要农产品种(养)面积与产量","165","N2009060213000120","yearbooks/N2009060213000120.caj","yearbooks/N2009060213000120.pdf","yearbooks/N2009060213000120.xls","2008"
"121","7-35 营林面积和主要林产品产量及增减情况","7 主要农产品种(养)面积与产量","166","N2009060213000121","yearbooks/N2009060213000121.caj","yearbooks/N2009060213000121.pdf","yearbooks/N2009060213000121.xls","2008"
"122","7-36 各地区造林面积","7 主要农产品种(养)面积与产量","167-170","N2009060213000122","yearbooks/N2009060213000122.caj","yearbooks/N2009060213000122.pdf","yearbooks/N2009060213000122.xls","2008"
"123","7-37 各地区主要林产品产量","7 主要农产品种(养)面积与产量","171-174","N2009060213000123","yearbooks/N2009060213000123.caj","yearbooks/N2009060213000123.pdf","yearbooks/N2009060213000123.xls","2008"
"124","7-38 主要牲畜出栏量和畜产品产量及增长情况","7 主要农产品种(养)面积与产量","175","N2009060213000124","yearbooks/N2009060213000124.caj","yearbooks/N2009060213000124.pdf","yearbooks/N2009060213000124.xls","2008"
"125","7-39 各地区主要牲畜出栏量","7 主要农产品种(养)面积与产量","176","N2009060213000125","yearbooks/N2009060213000125.caj","yearbooks/N2009060213000125.pdf","yearbooks/N2009060213000125.xls","2008"
"126","7-40 各地区肉类总产量","7 主要农产品种(养)面积与产量","177","N2009060213000126","yearbooks/N2009060213000126.caj","yearbooks/N2009060213000126.pdf","yearbooks/N2009060213000126.xls","2008"
"127","7-41 各地区其他畜产品产量","7 主要农产品种(养)面积与产量","178","N2009060213000127","yearbooks/N2009060213000127.caj","yearbooks/N2009060213000127.pdf","yearbooks/N2009060213000127.xls","2008"
"128","7-42 牲畜年末存栏头数及增减情况","7 主要农产品种(养)面积与产量","179","N2009060213000128","yearbooks/N2009060213000128.caj","yearbooks/N2009060213000128.pdf","yearbooks/N2009060213000128.xls","2008"
"129","7-43 各地区牲畜年末存栏情况","7 主要农产品种(养)面积与产量","180-182","N2009060213000129","yearbooks/N2009060213000129.caj","yearbooks/N2009060213000129.pdf","yearbooks/N2009060213000129.xls","2008"
"130","7-44 水产品产量和养殖面积","7 主要农产品种(养)面积与产量","183","N2009060213000130","yearbooks/N2009060213000130.caj","yearbooks/N2009060213000130.pdf","yearbooks/N2009060213000130.xls","2008"
"131","7-45 水产品产量和养殖面积及增减情况","7 主要农产品种(养)面积与产量","184","N2009060213000131","yearbooks/N2009060213000131.caj","yearbooks/N2009060213000131.pdf","yearbooks/N2009060213000131.xls","2008"
"132","7-46 海水产品和内陆水产品产量","7 主要农产品种(养)面积与产量","185","N2009060213000132","yearbooks/N2009060213000132.caj","yearbooks/N2009060213000132.pdf","yearbooks/N2009060213000132.xls","2008"
"133","7-47 各地区水产品产量","7 主要农产品种(养)面积与产量","186","N2009060213000133","yearbooks/N2009060213000133.caj","yearbooks/N2009060213000133.pdf","yearbooks/N2009060213000133.xls","2008"
"134","7-48 各地区水产品产量","7 主要农产品种(养)面积与产量","187","N2009060213000134","yearbooks/N2009060213000134.caj","yearbooks/N2009060213000134.pdf","yearbooks/N2009060213000134.xls","2008"
"135","7-49 各地区海水产品产量","7 主要农产品种(养)面积与产量","188","N2009060213000135","yearbooks/N2009060213000135.caj","yearbooks/N2009060213000135.pdf","yearbooks/N2009060213000135.xls","2008"
"136","7-50 各地区海水产品产量","7 主要农产品种(养)面积与产量","189","N2009060213000136","yearbooks/N2009060213000136.caj","yearbooks/N2009060213000136.pdf","yearbooks/N2009060213000136.xls","2008"
"137","7-51 各地区内陆水产品产量","7 主要农产品种(养)面积与产量","190","N2009060213000137","yearbooks/N2009060213000137.caj","yearbooks/N2009060213000137.pdf","yearbooks/N2009060213000137.xls","2008"
"138","7-52 各地区内陆水产品产量","7 主要农产品种(养)面积与产量","191","N2009060213000138","yearbooks/N2009060213000138.caj","yearbooks/N2009060213000138.pdf","yearbooks/N2009060213000138.xls","2008"
"139","7-53 各地区水产养殖面积","7 主要农产品种(养)面积与产量","192-193","N2009060213000139","yearbooks/N2009060213000139.caj","yearbooks/N2009060213000139.pdf","yearbooks/N2009060213000139.xls","2008"
"141","8-1 农村主要物价总指数","8 农村市场与物价","197","N2009060213000140","yearbooks/N2009060213000140.caj","yearbooks/N2009060213000140.pdf","yearbooks/N2009060213000140.xls","2008"
"140","8 农村市场与物价","8 农村市场与物价","195+197-232","N2009060213000141","yearbooks/N2009060213000141.caj","yearbooks/N2009060213000141.pdf",,"2008"
"142","8-2 各地区农村商品零售价格分类指数","8 农村市场与物价","198-207","N2009060213000142","yearbooks/N2009060213000142.caj","yearbooks/N2009060213000142.pdf","yearbooks/N2009060213000142.xls","2008"
"143","8-3 各地区农村居民消费价格分类指数","8 农村市场与物价","208-221","N2009060213000143","yearbooks/N2009060213000143.caj","yearbooks/N2009060213000143.pdf","yearbooks/N2009060213000143.xls","2008"
"144","8-4 各地区农业生产资料价格分类指数","8 农村市场与物价","222-224","N2009060213000144","yearbooks/N2009060213000144.caj","yearbooks/N2009060213000144.pdf","yearbooks/N2009060213000144.xls","2008"
"145","8-5 农产品生产价格指数","8 农村市场与物价","225","N2009060213000145","yearbooks/N2009060213000145.caj","yearbooks/N2009060213000145.pdf","yearbooks/N2009060213000145.xls","2008"
"146","8-6 各地区农产品生产价格指数","8 农村市场与物价","226","N2009060213000146","yearbooks/N2009060213000146.caj","yearbooks/N2009060213000146.pdf","yearbooks/N2009060213000146.xls","2008"
"147","8-7 各地区主要农产品分品种生产价格指数","8 农村市场与物价","227-231","N2009060213000147","yearbooks/N2009060213000147.caj","yearbooks/N2009060213000147.pdf","yearbooks/N2009060213000147.xls","2008"
"148","8-8 主要农产品集贸市场价格指数","8 农村市场与物价","232","N2009060213000148","yearbooks/N2009060213000148.caj","yearbooks/N2009060213000148.pdf","yearbooks/N2009060213000148.xls","2008"
"150","9-1 海关出口主要农产品数量","9 农产品进出口","235","N2009060213000149","yearbooks/N2009060213000149.caj","yearbooks/N2009060213000149.pdf","yearbooks/N2009060213000149.xls","2008"
"149","9 农产品进出口","9 农产品进出口","233+235-242","N2009060213000150","yearbooks/N2009060213000150.caj","yearbooks/N2009060213000150.pdf",,"2008"
"151","9-2 海关进口主要农产品数量","9 农产品进出口","236","N2009060213000151","yearbooks/N2009060213000151.caj","yearbooks/N2009060213000151.pdf","yearbooks/N2009060213000151.xls","2008"
"152","9-3 海关出口农副产品及加工品数量","9 农产品进出口","237","N2009060213000152","yearbooks/N2009060213000152.caj","yearbooks/N2009060213000152.pdf","yearbooks/N2009060213000152.xls","2008"
"153","9-4 海关出口农副产品及加工品金额","9 农产品进出口","238","N2009060213000153","yearbooks/N2009060213000153.caj","yearbooks/N2009060213000153.pdf","yearbooks/N2009060213000153.xls","2008"
"154","9-5 海关进口农副产品及加工品数量","9 农产品进出口","239","N2009060213000154","yearbooks/N2009060213000154.caj","yearbooks/N2009060213000154.pdf","yearbooks/N2009060213000154.xls","2008"
"155","9-6 海关进口农副产品及加工品金额","9 农产品进出口","240","N2009060213000155","yearbooks/N2009060213000155.caj","yearbooks/N2009060213000155.pdf","yearbooks/N2009060213000155.xls","2008"
"156","9-7 各地区出口农产品数量","9 农产品进出口","241","N2009060213000156","yearbooks/N2009060213000156.caj","yearbooks/N2009060213000156.pdf","yearbooks/N2009060213000156.xls","2008"
"157","9-8 各地区进口农产品数量","9 农产品进出口","242","N2009060213000157","yearbooks/N2009060213000157.caj","yearbooks/N2009060213000157.pdf","yearbooks/N2009060213000157.xls","2008"
"159","10-1 平均每一农业劳动力生产的主要农产品","10 农产品成本与收益","245","N2009060213000158","yearbooks/N2009060213000158.caj","yearbooks/N2009060213000158.pdf","yearbooks/N2009060213000158.xls","2008"
"158","10 农产品成本与收益","10 农产品成本与收益","243+245-257","N2009060213000159","yearbooks/N2009060213000159.caj","yearbooks/N2009060213000159.pdf",,"2008"
"160","10-2 各地区平均每一农业劳动力生产的主要农产品","10 农产品成本与收益","246","N2009060213000160","yearbooks/N2009060213000160.caj","yearbooks/N2009060213000160.pdf","yearbooks/N2009060213000160.xls","2008"
"161","10-3 全国种植业产品成本与收益","10 农产品成本与收益","247-254","N2009060213000161","yearbooks/N2009060213000161.caj","yearbooks/N2009060213000161.pdf","yearbooks/N2009060213000161.xls","2008"
"162","10-4 全国饲养业产品成本与收益","10 农产品成本与收益","255-257","N2009060213000162","yearbooks/N2009060213000162.caj","yearbooks/N2009060213000162.pdf","yearbooks/N2009060213000162.xls","2008"
"164","11-1 农村居民纯收入","11 农村居民收入与消费","261","N2009060213000163","yearbooks/N2009060213000163.caj","yearbooks/N2009060213000163.pdf","yearbooks/N2009060213000163.xls","2008"
"163","11 农村居民收入与消费","11 农村居民收入与消费","259+261-288","N2009060213000164","yearbooks/N2009060213000164.caj","yearbooks/N2009060213000164.pdf",,"2008"
"165","11-2 农村居民生活消费支出","11 农村居民收入与消费","262","N2009060213000165","yearbooks/N2009060213000165.caj","yearbooks/N2009060213000165.pdf","yearbooks/N2009060213000165.xls","2008"
"166","11-3 农村居民主要食品消费量","11 农村居民收入与消费","263-264","N2009060213000166","yearbooks/N2009060213000166.caj","yearbooks/N2009060213000166.pdf","yearbooks/N2009060213000166.xls","2008"
"167","11-4 农村居民家庭基本情况","11 农村居民收入与消费","265","N2009060213000167","yearbooks/N2009060213000167.caj","yearbooks/N2009060213000167.pdf","yearbooks/N2009060213000167.xls","2008"
"168","11-5 农村居民总收入和纯收入","11 农村居民收入与消费","266","N2009060213000168","yearbooks/N2009060213000168.caj","yearbooks/N2009060213000168.pdf","yearbooks/N2009060213000168.xls","2008"
"169","11-6 各地区农村居民纯收入","11 农村居民收入与消费","267","N2009060213000169","yearbooks/N2009060213000169.caj","yearbooks/N2009060213000169.pdf","yearbooks/N2009060213000169.xls","2008"
"170","11-7 各地区农村居民纯收入","11 农村居民收入与消费","268","N2009060213000170","yearbooks/N2009060213000170.caj","yearbooks/N2009060213000170.pdf","yearbooks/N2009060213000170.xls","2008"
"171","11-8 农村居民生活消费支出及构成","11 农村居民收入与消费","269","N2009060213000171","yearbooks/N2009060213000171.caj","yearbooks/N2009060213000171.pdf","yearbooks/N2009060213000171.xls","2008"
"172","11-9 农村居民生活消费现金支出及构成","11 农村居民收入与消费","270","N2009060213000172","yearbooks/N2009060213000172.caj","yearbooks/N2009060213000172.pdf","yearbooks/N2009060213000172.xls","2008"
"173","11-10 各地区农村居民生活消费支出","11 农村居民收入与消费","271-272","N2009060213000173","yearbooks/N2009060213000173.caj","yearbooks/N2009060213000173.pdf","yearbooks/N2009060213000173.xls","2008"
